path,relative_path,top_folder,raw_class,class,extension,format,mode,file_size_mb,width,height,megapixels,aspect_ratio,orientation,sha256,phash_int,phash
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2548045 10x 1.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2548045 10x 1.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.835573,2272,1704,3.871488,1.3333333333333333,landscape,26d2db645044ed4217be1d936dbd089550f816771c35856a1c13a4f6fa0d5de7,9240327332557201048,803c3cc069679e98
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2548045 20x 1.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2548045 20x 1.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.79591,2272,1704,3.871488,1.3333333333333333,landscape,bf7b1f0a13f31c5f34f1b11d4ce8bb5a25cb008442acc3336ec07780c05143f3,13273640154302606999,b8357164c1916e97
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2550376-2 10x.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2550376-2 10x.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.837055,2272,1704,3.871488,1.3333333333333333,landscape,79a0a4539c3fa9defa3055183345c11ff225c8602d7dc62cacbdbfced1992d83,9447755767764589780,831d2bd07e419cd4
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2550379-1 10x.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2550379-1 10x.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.836037,2272,1704,3.871488,1.3333333333333333,landscape,88f4788ed2ceaca69e2dba388c4da039d76afd3bdf8135a8a6656d7a3c6f0f56,9742253884667512293,8733704a9b46c5e5
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2550383-2 20x.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2550383-2 20x.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.79051,2272,1704,3.871488,1.3333333333333333,landscape,58f448a54f773009e8d51f8d44971cf7980d6e4171c5d1d46c53bff55f459ab2,14296246640780643221,c6667893351a0b95
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2550483-2 10x.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2550483-2 10x.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.810759,2272,1704,3.871488,1.3333333333333333,landscape,8ce4f7ae420b78f9a54190f25c088aee905eb3540d7c20efcaf79898ca683db5,10475993102956727406,91623439132d8c6e
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2550492- 10x.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2550492- 10x.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.813406,2272,1704,3.871488,1.3333333333333333,landscape,9fd094eb4157d301cd37218b5c941c40499c374386b049b369c7a3c4fc8f9656,10524763556176077926,920f78b116da2466
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2550492-1 20x.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2550492-1 20x.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.795985,2272,1704,3.871488,1.3333333333333333,landscape,584578c1657cd9713fb93709dcce1a09e5985058164e7038f9cdf843ceccb02e,10469240277686377638,914a36906bb55ca6
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2550494-1 20x.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2550494-1 20x.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.81576,2272,1704,3.871488,1.3333333333333333,landscape,262bf8c80db9c4651eef0104077e988d5308878e02067cf9b6a725d35c9fa986,10113452090390835873,8c5a3317c4ad72a1
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2550496-3 10x.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2550496-3 10x.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.81923,2272,1704,3.871488,1.3333333333333333,landscape,b826eb0ea4899c3d4ff08a4c0824da59a129c3045c3f944258885e69acfd42ee,10825924815242495608,963d6942e19d8678
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2550500-1 10x.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2550500-1 10x.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.823931,2272,1704,3.871488,1.3333333333333333,landscape,30a8da42c97aa5bfeacdb97f4e8168d84ec79a7bf282f4a74a082e38aecfcd28,11465919413527535211,9f1f20f522905e6b
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2550500-2 10x.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2550500-2 10x.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.838305,2272,1704,3.871488,1.3333333333333333,landscape,29f66da7f358b8f8b0ff3483e9eb0b5e2152d873a217cb94c0d2fff7760325a5,15784120220909771206,db0c75b68b6319c6
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2652970 10x 1.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2652970 10x 1.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.850139,2272,1704,3.871488,1.3333333333333333,landscape,a18ffd72a7c15645279acf487f07fa35c05b9ad4aba75e0eb5dc63d9374c7755,10535377236405324073,92352dc716ad0929
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2652970 5x 1.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2652970 5x 1.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.840675,2272,1704,3.871488,1.3333333333333333,landscape,0143d503cdc95c924dc037af9c13d0c0ee9a3c4bc9729781c0ecc8deff86ee44,10417219986103119277,9091666272c6adad
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2652973 10x 1.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2652973 10x 1.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.811855,2272,1704,3.871488,1.3333333333333333,landscape,fd9c72326c4f2692adf0d77fcf2e4213bd157a9c7ee1d7f2ad61480e8c26ac1e,11321544362869073803,9d1e349d29a3278b
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2652973 10x 3.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2652973 10x 3.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.788707,2272,1704,3.871488,1.3333333333333333,landscape,7d525d71623173dd159c77d3d709ecd9a8dd0dcffec615c7f75aae7f6c6cd3fb,15355424142031270849,d5196ce6913b33c1
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2652976 10x 2.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2652976 10x 2.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.738875,2272,1704,3.871488,1.3333333333333333,landscape,c216c335114260a1237bd02244508e4a4c24eff793d33e042c586b4fbde7fdb7,10533141977918065872,922d3cd26a8fccd0
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2652976 10x 3.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2652976 10x 3.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.757403,2272,1704,3.871488,1.3333333333333333,landscape,3304b1346fd9b3d6d58f57241692f50ad0a97a00498eded04fe7173ffd889932,10410158265010631366,90784fc9618e32c6
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2652979 10x 10.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2652979 10x 10.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.773238,2272,1704,3.871488,1.3333333333333333,landscape,4962112a9c5122e4569f8619f7e01ab5cb99d283350604867a2abd9f87a8fe27,9245162274018444834,804d6a1af1b64622
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2652980 10x 2.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2652980 10x 2.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.814984,2272,1704,3.871488,1.3333333333333333,landscape,81e6279d915edad0bac7a451e1b38a89c05fbfcad16d8439d36dbec0a8cd0ddd,9245400314588281527,804e429a1551bab7
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2652980 10x 4.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2652980 10x 4.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.827808,2272,1704,3.871488,1.3333333333333333,landscape,58d0c5a4119191363283677a157998f3ef3cff80fe6b030d8c25dcaf77955ad4,9299170587892165973,810d4a616d12ad55
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\2652980 10x 8.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\2652980 10x 8.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.799218,2272,1704,3.871488,1.3333333333333333,landscape,68ce2e8db304baa301e336948e7b6633d301f93b4f5bca8e257708a4aedee2c8,10388748448987245077,902c3fac22c66a15
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2043.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2043.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.791421,2272,1704,3.871488,1.3333333333333333,landscape,1fe12708a867c22be9ee21a1048c66da5756aa1ca96288c6a92dc32b59900e29,9635283504724511696,85b7674c31490bd0
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2046.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2046.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.788329,2272,1704,3.871488,1.3333333333333333,landscape,4cab3555894c420d5d8d78d9c0a4e88f0c114e78eabae9bd624f7345135f9c5e,9314398651091868169,814364392eb55a09
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2049.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2049.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.830014,2272,1704,3.871488,1.3333333333333333,landscape,33af2b2be7b4fcd15c54bbee683ec27f539e9a5075ad4de7014a301b8d6288d0,10397514477647398609,904b64543b2786d1
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2062.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2062.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.820406,2272,1704,3.871488,1.3333333333333333,landscape,0cee0f62197e12bc4038d7a6c84649bb373d619d7fb38d83de3215ff01c35dd0,10383083861992164091,90181fc2b3224afb
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2128.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2128.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.78943,2272,1704,3.871488,1.3333333333333333,landscape,57a78d2fa7449c709ea7bd060fb747a043002d2d38b583c2271f49b64a5d6c97,9805876040754714379,8815784e28b2d70b
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2150.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2150.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.817176,2272,1704,3.871488,1.3333333333333333,landscape,7863ea6663b3af3e6ef762e9619985211e2e436ae77cf935afb9f690ae801c3a,10621002611050699248,9365619a2e2c59f0
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2155.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2155.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.791282,2272,1704,3.871488,1.3333333333333333,landscape,15e3f1ad860dfbe9972ae513f73792f4bbe578a7002d74ea4dd829d7e8f18f93,11322351104943225741,9d21125770647b8d
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2157.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2157.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.829601,2272,1704,3.871488,1.3333333333333333,landscape,23f8d5e93e8c7014753dba93c863bbc11560dd6e011b018b3154c23223fc7048,10962089520338636895,98212a56cfd1105f
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2158.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2158.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.837124,2272,1704,3.871488,1.3333333333333333,landscape,7c33f52454a90c44db425aa42fc9d6127bc027ee47b01bb1aee24b9359eb36ff,9535033201501017714,84533e2d91061672
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2160.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2160.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.828202,2272,1704,3.871488,1.3333333333333333,landscape,5cf80dd79c5eb34e347ef2e1d8c0ffec4c9920c59406ca75305dae755b8bf2a9,10263476160451301324,8e6f31309063cfcc
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2166.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2166.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.830858,2272,1704,3.871488,1.3333333333333333,landscape,b357ec370fa888f3023e691dfa40174700bb5817a3173e1ea8ef9a0b5d50d9d4,10684844963687535165,944831e23cb7923d
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2236.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2236.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.797285,2272,1704,3.871488,1.3333333333333333,landscape,5692d5e5ffe696f8775805399af8e1f7f90a1aa5576441f4f67e17e603e5990b,10383668665131065421,901a33a2ca7de04d
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2244.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2244.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.824897,2272,1704,3.871488,1.3333333333333333,landscape,1ba56af7dff816b15577b57619e4100ad50cc739b23472bd89ddf92462a1e5d4,9461330793558379604,834d663a7c830c54
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2249.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2249.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.843357,2272,1704,3.871488,1.3333333333333333,landscape,8afe5c367483b2ec14d4dc37142e03eed860184a8c61df6c7c364bd88a425ae2,9477612391553899048,83873e416d691a28
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2250.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2250.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.852287,2272,1704,3.871488,1.3333333333333333,landscape,e288db6b3526b14f7f58d567361be5469bf559687e2d6910402822cf6f5dddf3,9236452034065999218,802e78302b702572
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2256.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2256.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.830767,2272,1704,3.871488,1.3333333333333333,landscape,c78db75090bc8fe4eb69ec69b00970ab13b84fe3b5c1454f670288009da5bb14,14020322901836129384,c292316578376468
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN3830.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN3830.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.857501,2272,1704,3.871488,1.3333333333333333,landscape,bfb6000c377b91b8bdec47ed4788ae91b40845c03a9e0dff2067161eabab7ae7,9254630423718668322,806f0d5655462822
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN3833.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN3833.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.8223,2272,1704,3.871488,1.3333333333333333,landscape,b7308d6c2e416cbf761e9a3c4cab458111eb7e2f4ed4b6c5e681195a7f2ff571,10694666725733249860,946b16b96a853344
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN3836.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN3836.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.811468,2272,1704,3.871488,1.3333333333333333,landscape,53350daf6336fa11e86cd98b4713482b47370d59323bdc67d2269c8bed0b7a38,9886064617922389038,89325b6431d2642e
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4055.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4055.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.839922,2272,1704,3.871488,1.3333333333333333,landscape,e9b7e61599ae8dfee20bb322284a7a0e8bc63764409a860796625c848b379af3,11540269937685959386,a027465d87e412da
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4058.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4058.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.828551,2272,1704,3.871488,1.3333333333333333,landscape,83f5f47f8899cdb71b9235f8692f9d704d3befb469a670f5cb6ecbde3dac2220,9250473066231654256,8060483e1d0e6770
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4636.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4636.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.81635,2272,1704,3.871488,1.3333333333333333,landscape,11164794a34e2250680564f8476b826aea93c1808d5a6d90a71d8849ef16c8ad,14943291384326006407,cf613c5751e82687
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4748.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4748.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.827293,2272,1704,3.871488,1.3333333333333333,landscape,d2775f5c9c3fa5ea6bc2a95fd15d9b90c711f06e2f069493f202d9ddc4128f2e,11618228114589082734,a13c3cea0989e46e
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4749.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4749.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.82771,2272,1704,3.871488,1.3333333333333333,landscape,63a25e73df0e0275f63e452e7cd1740c69bb6ebf533cd519d1a02de7b74da694,9460383945401938800,834a0913387db370
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4751.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4751.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.807454,2272,1704,3.871488,1.3333333333333333,landscape,cca2c039fd49174431bc9ce3195ad8146346923e9e908201dcecc9075fd44826,9238708369279878921,80367c50265b0709
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4770.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4770.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.801901,2272,1704,3.871488,1.3333333333333333,landscape,b0689caa4a48cc65e5781d3dfa622554b4e53cd3a6dec1d1ba05342e8187af50,9459593268001423747,834739f54ae6c183
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4785.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4785.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.813871,2272,1704,3.871488,1.3333333333333333,landscape,7aff9269aca064005121716c3879970e7b13abde40b245c4a2e4b4eedf89f12f,10840846782281887827,96726cb612593053
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4788.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4788.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.79215,2272,1704,3.871488,1.3333333333333333,landscape,c6a4dfd10fbbf797d195cfe3c774c45feac20ea9e7e46e2a2151f738d0fd7571,9453399542276316843,833138cc25385eab
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4789.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4789.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.821691,2272,1704,3.871488,1.3333333333333333,landscape,f95da479c0a51ba763ecd9ec3623d8e1920e0ca706e33b08792bdb8a96e39540,10419394197154719524,90991fd1682c6724
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4790.JPG",Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4790.JPG,Фото руд по сортам. ч1,Труднообогатимые руды,Труднообогатимые руды,.jpg,JPEG,RGB,0.796207,2272,1704,3.871488,1.3333333333333333,landscape,d22cbaa12beacf5798b6feecc3b65e41e090a1e7b12c2ccb06232bbb3535de35,9303085423221061699,811b32e70e34b843
